School_ID,Survey_ID,Site,Time,Latitude,Longitude,AS,CC,WH,WS,SA,Saz,TH,CSD,CSD_number,CON,School_size,School_bin,School_size_name,Contrast,Contrast_number,Bottom_type_tone,Bottom_type_tone_code
F559,210923_Clarke_M2P_02,Clarke,10:08:04,48.893503,-125.376297,6.4,1,0,6.2,27,126.4,1.3,H,3,H,70,1,Small,L,1,medium sand bottom,MD_SAND
F560,210923_Clarke_M2P_02,Clarke,10:08:34,48.893214,-125.376321,6.4,1,0,6.2,27,126.4,1.3,H,3,H,30,1,Small,L,1,medium sand bottom,MD_SAND
F561,210923_Clarke_M2P_02,Clarke,10:08:39,48.893323,-125.376251,6.4,1,0,6.2,27,126.4,1.3,H,3,H,30,1,Small,L,1,medium sand bottom,MD_SAND
F562,210923_Clarke_M2P_02,Clarke,10:08:43,48.893414,-125.376191,6.4,1,0,6.2,27,126.4,1.3,H,3,H,100,1,Small,L,1,medium sand bottom,MD_SAND
F563,210923_Clarke_M2P_02,Clarke,10:09:29,48.893217,-125.376155,6.4,1,0,6.2,27,126.4,1.3,H,3,H,10,1,Small,L,1,medium sand bottom,MD_SAND
F564,210923_Clarke_M2P_02,Clarke,10:10:02,48.893486,-125.375814,6.4,1,0,6.2,27,126.4,1.3,H,3,H,50,1,Small,L,1,medium sand bottom,MD_SAND
F565,210923_Clarke_M2P_02,Clarke,10:10:11,48.893697,-125.375676,6.4,1,0,6.2,27,126.4,1.3,H,3,H,15,1,Small,L,1,medium sand bottom,MD_SAND
F566,210923_Clarke_M2P_02,Clarke,10:10:44,48.893628,-125.375554,6.4,1,0,6.2,27,126.4,1.3,H,3,H,20,1,Small,L,1,medium sand,MD_SAND
F567,210923_Clarke_M2P_02,Clarke,10:10:52,48.893438,-125.375677,6.4,1,0,6.2,27,126.4,1.3,H,3,H,30,1,Small,L,1,medium sand bottom,MD_SAND
F568,210923_Clarke_M2P_02,Clarke,10:11:05,48.893144,-125.375868,6.4,1,1,6.2,27,126.4,1.3,M,2,L/M,20,1,Small,L,1,medium water colum,MD_WAT
F569,210923_Trickett_M2P_01,Trickett,11:24:15,48.907012,-125.366384,5.7,1,2,6.7,35.2,145.1,1.8,M,2,L/M,50,1,Small,L,1,medium sand bottom,MD_SAND
F570,210923_Trickett_M2P_01,Trickett,11:24:53,48.907006,-125.366946,5.7,1,2,6.7,35.2,145.1,1.8,H,3,H,300,2,Medium,H,2,light sand,LT_SAND
F571,210923_Trickett_M2P_01,Trickett,11:28:16,48.907089,-125.366892,5.7,1,2,6.7,35.2,145.1,1.8,H,3,H,300,2,Medium,H,2,light sand,LT_SAND
F572,210924_FishFinding_M2P_01,Trickett,7:20:42,48.905833,-125.366231,8.8,0.3,0,0,1.3,92.1,1.6,H,3,H,1000,3,Large,H,2,light sand bottom,LT_SAND
F573,210924_Trickett_M2P_01,Trickett,7:29:38,48.906359,-125.366342,8.8,0.4,0,2.9,3.2,94.5,1.3,H,3,H,3,1,Small,L,1,Mixed light and dark bottom,MIX_MIX
F574,210924_Trickett_M2P_01,Trickett,7:30:01,48.906436,-125.366457,8.8,0.4,0,2.9,3.2,94.5,1.3,H,3,H,3,1,Small,L,1,Mixed light and dark bottom,MIX_MIX
F575,210924_Trickett_M2P_01,Trickett,7:30:04,48.906499,-125.366416,8.8,0.4,0,2.9,3.2,94.5,1.3,H,3,H,3,1,Small,L,1,Mixed light and dark bottom,MIX_MIX
F577,210924_Trickett_M2P_01,Trickett,7:31:10,48.906924,-125.366305,8.8,0.4,0,2.9,3.2,94.5,1.3,H,3,H,50,1,Small,H,2,light bottom,LT_SAND
F579,210924_Trickett_M2P_01,Trickett,7:32:09,48.906403,-125.366808,8.8,0.4,0,2.9,3.2,94.5,1.3,H,3,H,200,1,Small,L,1,Mixed light and dark bottom,MIX_MIX
F580,210924_Trickett_M2P_01,Trickett,7:32:34,48.906961,-125.366442,8.8,0.4,0,2.9,3.2,94.5,1.3,H,3,H,300,2,Medium,H,2,light sand,LT_SAND
F581,210924_Trickett_M2P_01,Trickett,7:33:33,48.906724,-125.366758,8.8,0.4,0,2.9,3.2,94.5,1.3,M,2,L/M,200,1,Small,L,1,mixed medium and dark bottom sand and seaweed`,MIX_MIX
F582,210924_Trickett_M2P_01,Trickett,7:35:41,48.907078,-125.366856,8.8,0.4,0,2.9,3.2,94.5,1.3,H,3,H,400,2,Medium,H,2,light sand,LT_SAND
F583,210924_Trickett_M2P_01,Trickett,7:35:34,48.905941,-125.367598,8.8,0.4,0,2.9,3.2,94.5,1.3,M,2,L/M,3,1,Small,H,2,Dark bottom (seaweed),DK_VEG
F584,210924_Trickett_M2P_01,Trickett,7:38:57,48.905936,-125.367927,8.8,0.4,1,2.9,3.2,94.5,1.3,M,2,L/M,5,1,Small,L,1,Mixed light sand and dark seaweed,MIX_MIX
F585,210924_Trickett_M2P_02,Trickett,8:01:29,48.906102,-125.366518,8.7,0.4,0,1.2,8.2,100.5,1.3,H,3,H,100,1,Small,H,2,Dark bottom (seaweed),DK_VEG
F586,210924_Trickett_M2P_02,Trickett,8:02:01,48.906161,-125.366661,8.7,0.4,0,1.2,8.2,100.5,1.3,H,3,H,10,1,Small,L,1,Dark bottom (seaweed),DK_VEG
F589,210924_Trickett_M2P_02,Trickett,8:05:52,48.906922,-125.366629,8.7,0.4,0,1.2,8.2,100.5,1.3,H,3,H,300,2,Medium,H,2,light sand,LT_SAND
F590,210924_Trickett_M2P_02,Trickett,8:05:55,48.906863,-125.366669,8.7,0.4,0,1.2,8.2,100.5,1.3,H,3,H,200,1,Small,H,2,light sand,LT_SAND
F594,210924_Trickett_M2P_02,Trickett,8:08:13,48.907097,-125.366851,8.7,0.4,0,1.2,8.2,100.5,1.3,H,3,H,300,2,Medium,H,2,Light sand,LT_SAND
F595,210924_Trickett_M2P_02,Trickett,8:08:47,48.906321,-125.367351,8.7,0.4,0,1.2,8.2,100.5,1.3,H,3,H,30,1,Small,H,2,mixed medium and dark bottom,MIX_MIX
F597,210924_Trickett_M2P_02,Trickett,8:10:12,48.907208,-125.366928,8.7,0.4,0,1.2,8.2,100.5,1.3,H,3,H,50,1,Small,H,2,Light sand,LT_SAND
F598,210924_Trickett_M2P_02,Trickett,8:12:48,48.906172,-125.368098,8.7,0.4,0,1.2,8.2,100.5,1.3,M,2,L/M,100,1,Small,L,1,mixed light and dark bottom,MIX_MIX
F600,210924_Trickett_M2P_03,Trickett,8:36:05,48.906695,-125.366623,8.6,0.4,0,0,13.4,106.9,1.2,H,3,H,100,1,Small,H,2,light sand,LT_SAND
F601,210924_Trickett_M2P_03,Trickett,8:36:13,48.906875,-125.366503,8.6,0.4,0,0,13.4,106.9,1.2,H,3,H,200,1,Small,H,2,light sand,LT_SAND
F602,210924_Trickett_M2P_03,Trickett,8:36:16,48.906942,-125.366459,8.6,0.4,0,0,13.4,106.9,1.2,H,3,H,500,2,Medium,H,2,Mixed light sand and dark seaweed,MIX_MIX
F603,210924_Trickett_M2P_03,Trickett,8:36:19,48.907011,-125.366412,8.6,0.4,0,0,13.4,106.9,1.2,H,3,H,300,2,Medium,H,2,light sand,LT_SAND
F604,210924_Trickett_M2P_03,Trickett,8:37:00,48.907074,-125.366531,8.6,0.4,0,0,13.4,106.9,1.2,H,3,H,200,1,Small,H,2,Mixed light sand and dark seaweed,MIX_MIX
F605,210924_Trickett_M2P_03,Trickett,8:37:09,48.906867,-125.366666,8.6,0.4,0,0,13.4,106.9,1.2,H,3,H,200,1,Small,H,2,Mixed light sand and dark seaweed,MIX_MIX
F606,210924_Trickett_M2P_03,Trickett,8:38:46,48.906941,-125.366784,8.6,0.4,0,0,13.4,106.9,1.2,H,3,H,200,1,Small,H,2,Dark seaweeds,DK_VEG
F607,210924_Trickett_M2P_03,Trickett,8:38:52,48.907076,-125.366695,8.6,0.4,0,0,13.4,106.9,1.2,H,3,H,200,1,Small,H,2,Mixed light sand and dark seaweed,MIX_MIX
F610,210924_Trickett_M2P_04,Trickett,9:02:18,48.906311,-125.366381,8.5,0.3,0,0,18,113.1,1.2,H,3,H,50,1,Small,H,2,Mixed medium and dark bottom,MIX_MIX
F611,210924_Trickett_M2P_04,Trickett,9:03:20,48.906634,-125.366341,8.5,0.3,0,0,18,113.1,1.2,H,3,H,10,1,Small,H,2,Light bottom,LT_SAND
F612,210924_Trickett_M2P_04,Trickett,9:04:31,48.906676,-125.366476,8.5,0.3,0,0,18,113.1,1.2,H,3,H,100,1,Small,H,2,mixed medium and dark bottom sand and seaweed`,MIX_MIX
F613,210924_Trickett_M2P_04,Trickett,9:05:06,48.905947,-125.366966,8.5,0.3,0,0,18,113.1,1.2,H,3,H,10,1,Small,H,2,dark seaweed bottom,DK_VEG
F614,210924_Trickett_M2P_04,Trickett,9:05:09,48.905948,-125.367041,8.5,0.3,0,0,18,113.1,1.2,M,2,L/M,200,1,Small,H,2,dark seaweed bottom,DK_VEG
F615,210924_Trickett_M2P_04,Trickett,9:05:15,48.905968,-125.367106,8.5,0.3,0,0,18,113.1,1.2,H,3,H,500,2,Medium,H,2,dark seaweed bottom,DK_VEG
F618,210924_Trickett_M2P_04,Trickett,9:07:31,48.905998,-125.367233,8.5,0.3,0,0,18,113.1,1.2,H,3,H,5,1,Small,L,1,Mixed medium and dark bottom,MIX_MIX
F619,210924_Trickett_M2P_04,Trickett,9:12:08,48.906234,-125.367727,8.5,0.3,0,0,18,113.1,1.2,H,3,H,100,1,Small,H,2,Mixed medium and dark bottom,MIX_MIX
F620,210924_Trickett_M2P_05,Trickett,9:35:19,48.906099,-125.366521,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,7,1,Small,H,2,Mixed medium and dark bottom,MIX_MIX
F621,210924_Trickett_M2P_05,Trickett,9:35:46,48.906051,-125.366732,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,10,1,Small,H,2,dark bottom,DK_VEG
F622,210924_Trickett_M2P_05,Trickett,9:35:48,48.906091,-125.366706,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,50,1,Small,H,2,dark bottom,DK_VEG
F623,210924_Trickett_M2P_05,Trickett,9:35:52,48.906187,-125.366642,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,1000,3,Large,L,1,Mixed medium and dark bottom,MIX_MIX
F624,210924_Trickett_M2P_05,Trickett,9:36:07,48.906526,-125.366414,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,500,2,Medium,H,2,Mixed light sand and dark seaweed,MIX_MIX
F625,210924_Trickett_M2P_05,Trickett,9:37:25,48.906646,-125.366496,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,400,2,Medium,H,2,Dark seaweed ,DK_VEG
F626,210924_Trickett_M2P_05,Trickett,9:37:28,48.906577,-125.366542,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,300,2,Medium,L,1,Mixed light and dark bottom,MIX_MIX
F627,210924_Trickett_M2P_05,Trickett,9:37:31,48.907504,-125.366591,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,500,2,Medium,L,1,Mixed light and dark bottom,MIX_MIX
F628,210924_Trickett_M2P_05,Trickett,9:37:34,48.906446,-125.366629,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,500,2,Medium,L,1,Mixed light and dark bottom,MIX_MIX
F629,210924_Trickett_M2P_05,Trickett,9:37:37,48.906377,-125.366675,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,100,1,Small,L,1,Mixed medium and dark bottom,MIX_MIX
F630,210924_Trickett_M2P_05,Trickett,9:37:44,48.906222,-125.366781,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,1000,3,Large,H,2,medium water column,MD_WAT
F631,210924_Trickett_M2P_05,Trickett,9:37:47,48.906157,-125.366822,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,1000,3,Large,H,2,medium water column,MD_WAT
F632,210924_Trickett_M2P_05,Trickett,9:37:50,48.906077,-125.366876,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,1000,3,Large,L,1,dark watercolumn,DK_WAT
F633,210924_Trickett_M2P_05,Trickett,9:37:54,48.905991,-125.366934,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,500,2,Medium,H,2,dark watercolumn,DK_WAT
F634,210924_Trickett_M2P_05,Trickett,9:38:12,48.906072,-125.367037,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,50,1,Small,H,2,dark seaweed bottom,DK_VEG
F635,210924_Trickett_M2P_05,Trickett,9:38:15,48.906147,-125.366988,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,300,2,Medium,H,2,dark seaweed bottom,DK_VEG
F636,210924_Trickett_M2P_05,Trickett,9:38:19,48.906225,-125.366937,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,500,2,Medium,H,2,Mixed medium and dark bottom,MIX_MIX
F637,210924_Trickett_M2P_05,Trickett,9:38:22,48.906307,-125.366882,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,500,2,Medium,L,1,Mixed medium and dark bottom,MIX_MIX
F638,210924_Trickett_M2P_05,Trickett,9:38:27,48.906405,-125.366816,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,1000,3,Large,L,1,Mixed medium and dark bottom,MIX_MIX
F639,210924_Trickett_M2P_05,Trickett,9:38:33,48.906554,-125.366718,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,100,1,Small,H,2,dark seaweed bottom,DK_VEG
F640,210924_Trickett_M2P_05,Trickett,9:38:38,48.906661,-125.366647,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,300,2,Medium,H,2,dark seaweed bottom,DK_VEG
F641,210924_Trickett_M2P_05,Trickett,9:39:51,48.906707,-125.366771,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,100,1,Small,H,2,dark seaweed bottom,DK_VEG
F643,210924_Trickett_M2P_05,Trickett,9:40:04,48.906422,-125.366956,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,10,1,Small,H,2,medium sand bottom,MD_SAND
F644,210924_Trickett_M2P_05,Trickett,9:40:08,48.906335,-125.367013,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,500,2,Medium,H,2,medium sand bottom,MD_SAND
F645,210924_Trickett_M2P_05,Trickett,9:40:11,48.906263,-125.367061,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,1000,3,Large,H,2,medium sand bottom,MD_SAND
F646,210924_Trickett_M2P_05,Trickett,9:40:14,48.906194,-125.367105,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,500,2,Medium,H,2,dark watercolumn,DK_WAT
F647,210924_Trickett_M2P_05,Trickett,9:40:57,48.906405,-125.367141,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,20,1,Small,H,2,medium sand bottom,MD_SAND
F648,210924_Trickett_M2P_05,Trickett,9:41:14,48.906787,-125.366887,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,200,1,Small,H,2,dark seaweed bottom,DK_VEG
F649,210924_Trickett_M2P_05,Trickett,9:42:33,48.906393,-125.367302,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,15,1,Small,L,1,Mixed medium and dark bottom,MIX_MIX
F651,210924_Trickett_M2P_05,Trickett,9:42:38,48.906301,-125.367364,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,30,1,Small,H,2,light sand bottom,LT_SAND
F652,210924_Trickett_M2P_05,Trickett,9:43:23,48.906348,-125.367491,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,15,1,Small,H,2,medium sand bottom,MD_SAND
F653,210924_Trickett_M2P_05,Trickett,9:45:09,48.906031,-125.367863,8.5,0.3,0,2.7,22.4,119.5,1.3,H,3,H,200,1,Small,H,2,light sand bottom,LT_SAND
F654,210924_Trickett_M2P_06,Trickett,10:02:55,48.906664,-125.366144,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,50,1,Small,H,2,dark seaweed bottom,DK_VEG
F655,210924_Trickett_M2P_06,Trickett,10:03:00,48.906554,-125.366217,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,50,1,Small,L,1,Mixed light and dark bottom,MIX_MIX
F656,210924_Trickett_M2P_06,Trickett,10:03:04,48.906451,-125.366285,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,200,1,Small,H,2,dark seaweed bottom,DK_VEG
F657,210924_Trickett_M2P_06,Trickett,10:03:39,48.905909,-125.366832,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,1000,3,Large,L,1,Medium water column,MD_WAT
F658,210924_Trickett_M2P_06,Trickett,10:05:24,48.906705,-125.366456,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,400,2,Medium,L,1,Mixed light sand and dark seaweed,MIX_MIX
F659,210924_Trickett_M2P_06,Trickett,10:05:32,48.906533,-125.366571,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,100,1,Small,L,1,Mixed light sand and dark seaweed,MIX_MIX
F660,210924_Trickett_M2P_06,Trickett,10:06:03,48.905951,-125.367009,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,300,2,Medium,L,1,Mixed light and dark bottom,MIX_MIX
F661,210924_Trickett_M2P_06,Trickett,10:05:04,48.905953,-125.367074,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,200,1,Small,L,1,Mixed light and dark bottom,MIX_MIX
F662,210924_Trickett_M2P_06,Trickett,10:06:16,48.906104,-125.367017,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,50,1,Small,L,1,Mixed light and dark bottom,MIX_MIX
F663,210924_Trickett_M2P_06,Trickett,10:06:20,48.906188,-125.366962,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,10000,3,Large,H,2,dark seaweed bottom,DK_VEG
F664,210924_Trickett_M2P_06,Trickett,10:06:22,48.906238,-125.366929,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,200,1,Small,L,1,medium bottom ,MD_MIX
F665,210924_Trickett_M2P_06,Trickett,10:06:32,48.906473,-125.366772,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,500,2,Medium,H,2,Mixed light sand and dark seaweed,MIX_MIX
F666,210924_Trickett_M2P_06,Trickett,10:06:43,48.906704,-125.366619,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,500,2,Medium,H,2,dark seaweed bottom,DK_VEG
F667,210924_Trickett_M2P_06,Trickett,10:06:43,48.906704,-125.366619,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,300,2,Medium,L,1,Mixed light sand and dark seaweed,MIX_MIX
F668,210924_Trickett_M2P_06,Trickett,10:07:54,48.906713,-125.366766,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,100,1,Small,L,1,Mixed light sand and dark seaweed,MIX_MIX
F669,210924_Trickett_M2P_06,Trickett,10:08:17,48.906194,-125.367105,6.3,0.3,0,3.5,26.1,125.7,1.3,H,3,H,1000,3,Large,H,2,Dark seaweed bottom ,DK_VEG
F670,210924_Trickett_M2P_07,Trickett,10:47:50,48.905945,-125.366621,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,15,1,Small,L,1,Medium water column,MD_WAT
F671,210924_Trickett_M2P_07,Trickett,10:48:09,48.906024,-125.366751,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,30,1,Small,H,2,Medium water column,MD_WAT
F672,210924_Trickett_M2P_07,Trickett,10:48:25,48.906374,-125.366517,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,200,1,Small,H,2,medium sand bottom,MD_SAND
F673,210924_Trickett_M2P_07,Trickett,10:48:38,48.906653,-125.366328,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,250,2,Medium,H,2,Dark seaweed bottom,DK_VEG
F674,210924_Trickett_M2P_07,Trickett,10:49:48,48.906695,-125.366464,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,300,2,Medium,H,2,Dark water column,DK_WAT
F675,210924_Trickett_M2P_07,Trickett,10:50:03,48.906358,-125.366688,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,1000,3,Large,H,2,Mixed medium and dark bottom,MIX_MIX
F676,210924_Trickett_M2P_07,Trickett,10:50:07,48.906258,-125.366755,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,500,2,Medium,H,2,Mixed medium and dark bottom,MIX_MIX
F677,210924_Trickett_M2P_07,Trickett,10:50:33,48.905992,-125.367091,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,500,2,Medium,H,2,dark seaweed bottom,DK_VEG
F678,210924_Trickett_M2P_07,Trickett,10:50:48,48.906311,-125.366879,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,300,2,Medium,H,2,dark seaweed bottom,DK_VEG
F679,210924_Trickett_M2P_07,Trickett,10:50:56,48.906495,-125.366758,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,100,1,Small,H,2,Medium bottom ,MD_MIX
F680,210924_Trickett_M2P_07,Trickett,10:51:04,48.906673,-125.366639,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,100,1,Small,H,2,Mixed light and dark bottom,MIX_MIX
F681,210924_Trickett_M2P_07,Trickett,10:52:21,48.906602,-125.366837,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,100,1,Small,H,2,Dark seaweed bottom,DK_VEG
F682,210924_Trickett_M2P_07,Trickett,10:52:25,48.906514,-125.366897,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,100,1,Small,L,1,Medium seaweed,MD_VEG
F683,210924_Trickett_M2P_07,Trickett,10:52:34,48.906324,-125.367021,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,200,1,Small,H,2,medium sand bottom,MD_SAND
F684,210924_Trickett_M2P_07,Trickett,10:52:52,48.905962,-125.367258,6.3,0.3,1,2.4,32.1,137.9,1.7,H,3,H,300,2,Medium,H,2,medium bottom,MD_MIX
F685,210924_Trickett_M2P_07,Trickett,10:53:18,48.906306,-125.367207,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,100,1,Small,H,2,medium bottom,MD_MIX
F686,210924_Trickett_M2P_07,Trickett,10:54:28,48.907089,-125.366848,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,10,1,Small,H,2,light sand,LT_SAND
F687,210924_Trickett_M2P_07,Trickett,10:59:31,48.906219,-125.367735,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,100,1,Small,L,1,Mixed light and dark bottom,MIX_MIX
F688,210924_Trickett_M2P_07,Trickett,10:59:44,48.905935,-125.367928,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,15,1,Small,H,2,dark bottom,DK_VEG
F689,210924_Trickett_M2P_07,Trickett,11:00:13,48.906391,-125.367784,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,50,1,Small,H,2,dark bottom ,DK_VEG
F690,210924_Trickett_M2P_07,Trickett,11:00:57,48.906415,-125.367937,6.3,0.3,0,2.4,32.1,137.9,1.7,H,3,H,30,1,Small,H,2,Dark bottom,DK_VEG
F691,210924_Trickett_M2P_07,Trickett,11:01:07,48.906199,-125.368081,6.3,0.3,0,2.4,32.1,137.9,1.7,M,2,L/M,100,1,Small,L,1,Medium rock bottom,MD_SAND
